book_id,goodreads_book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,image_url,small_image_url
1676,9593,Kurt Vonnegut Jr.,1985,Galápagos,Galápagos,,3.87,48330,https://images.gr-assets.com/books/1355012643m/9593.jpg,https://images.gr-assets.com/books/1355012643s/9593.jpg
1677,7661,Michael Crichton,2006,Next,Next,en-US,3.48,53487,https://images.gr-assets.com/books/1358010468m/7661.jpg,https://images.gr-assets.com/books/1358010468s/7661.jpg
1678,13376,Nancy Farmer,2002,,"The House of the Scorpion (Matteo Alacran, #1)",eng,4.1,61613,https://images.gr-assets.com/books/1401734230m/13376.jpg,https://images.gr-assets.com/books/1401734230s/13376.jpg
1679,27494,Walt Whitman,1855,Leaves of Grass,Leaves of Grass,eng,4.12,57763,https://images.gr-assets.com/books/1418012204m/27494.jpg,https://images.gr-assets.com/books/1418012204s/27494.jpg
1680,114159,Nora Roberts,2004,Blue Dahlia,"Blue Dahlia (In the Garden, #1)",eng,4.11,57413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1681,32067,"D.H. Lawrence, Doris Lessing, Chester Brown",1928,Lady Chatterley's Lover,Lady Chatterley's Lover,eng,3.49,46541,https://images.gr-assets.com/books/1425007748m/32067.jpg,https://images.gr-assets.com/books/1425007748s/32067.jpg
1682,10079321,Lev Grossman,2011,The Magician King,"The Magician King (The Magicians, #2)",en-US,3.9,52061,https://images.gr-assets.com/books/1316177353m/10079321.jpg,https://images.gr-assets.com/books/1316177353s/10079321.jpg
1683,1171,Michael   Lewis,1989,Liar's Poker: Rising Through the Wreckage on Wall Street,Liar's Poker,en-US,4.16,22315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1684,1052,George S. Clason,1926,,The Richest Man in Babylon,eng,4.23,50206,https://images.gr-assets.com/books/1348336780m/1052.jpg,https://images.gr-assets.com/books/1348336780s/1052.jpg
1685,10915,Jodi Picoult,2001,Salem Falls,Salem Falls,en-US,3.8,59930,https://images.gr-assets.com/books/1344397557m/10915.jpg,https://images.gr-assets.com/books/1344397557s/10915.jpg
1686,189802,"David Eddings, Leigh Eddings",1995,Belgarath the Sorcerer,Belgarath the Sorcerer,en-US,4.07,59737,https://images.gr-assets.com/books/1333692194m/189802.jpg,https://images.gr-assets.com/books/1333692194s/189802.jpg
1687,53764,Frank Herbert,1977,The Great Dune Trilogy,The Great Dune Trilogy  ,en-GB,4.35,51454,https://images.gr-assets.com/books/1419962914m/53764.jpg,https://images.gr-assets.com/books/1419962914s/53764.jpg
1688,25893709,"Elizabeth Strout, Goran Skrobonja",2016,My Name Is Lucy Barton,My Name Is Lucy Barton,eng,3.51,49578,https://images.gr-assets.com/books/1450653428m/25893709.jpg,https://images.gr-assets.com/books/1450653428s/25893709.jpg
1689,1158967,Sarah Addison Allen,2007,Garden Spells,"Garden Spells (Waverley Family, #1)",eng,4.06,65409,https://images.gr-assets.com/books/1347309330m/1158967.jpg,https://images.gr-assets.com/books/1347309330s/1158967.jpg
1690,8058301,Jim Butcher,2011,Ghost Story,"Ghost Story (The Dresden Files,  #13)",eng,4.25,59657,https://images.gr-assets.com/books/1329104700m/8058301.jpg,https://images.gr-assets.com/books/1329104700s/8058301.jpg
1691,36529,Frederick Douglass,1845,Narrative of the Life of Frederick Douglass,Narrative of the Life of Frederick Douglass,eng,3.97,55576,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1692,10412,"Greg Behrendt, Liz Tuccillo",2004,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,eng,3.65,49015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1693,44659,David Eddings,1982,Pawn of Prophecy,"Pawn of Prophecy (The Belgariad, #1)",eng,4.16,67451,https://images.gr-assets.com/books/1391346857m/44659.jpg,https://images.gr-assets.com/books/1391346857s/44659.jpg
1694,40317,Janet Evanovich,2007,Lean Mean Thirteen,"Lean Mean Thirteen (Stephanie Plum, #13)",en-US,4.08,73839,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1695,41684,"Rudyard Kipling, Alev Lytle Croutier",1895,The Jungle Books,The Jungle Books,eng,4,68750,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1696,27266,Rachel Caine,2006,Glass Houses,"Glass Houses (The Morganville Vampires, #1)",en-US,3.92,77454,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1697,11413,"John Eldredge, Stasi Eldredge",2004,,Captivating: Unveiling the Mystery of a Woman's Soul,en-US,3.93,30395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1698,342445,"Peter David, Robin Furth, Jae Lee, Richard Isanove, Stephen King",2007,The Dark Tower: The Gunslinger Born,The Dark Tower: The Gunslinger Born,eng,4.18,60746,https://images.gr-assets.com/books/1489721554m/342445.jpg,https://images.gr-assets.com/books/1489721554s/342445.jpg
1699,21104828,Kate Morton,2015,The Lake House,The Lake House,eng,4.04,46348,https://images.gr-assets.com/books/1455089249m/21104828.jpg,https://images.gr-assets.com/books/1455089249s/21104828.jpg
1700,15811545,Ruth Ozeki,2013,A Tale for the Time Being,A Tale for the Time Being,eng,3.98,51580,https://images.gr-assets.com/books/1463767452m/15811545.jpg,https://images.gr-assets.com/books/1463767452s/15811545.jpg
1701,9010,Tucker Max,2006,I Hope They Serve Beer in Hell,"I Hope They Serve Beer in Hell (Tucker Max, #1)",,3.51,46092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1702,17200687,"Jay Crownover, Charlotte Connan de vries",2012,Rule,"Rule (Marked Men, #1)",eng,4.16,79077,https://images.gr-assets.com/books/1357012113m/17200687.jpg,https://images.gr-assets.com/books/1357012113s/17200687.jpg
1703,17799,"Haruki Murakami, Philip Gabriel",1992," 国境の南、太陽の西 [Kokkyō no minami, taiyō no nishi]","South of the Border, West of the Sun",eng,3.87,47812,https://images.gr-assets.com/books/1443685506m/17799.jpg,https://images.gr-assets.com/books/1443685506s/17799.jpg
1704,9592,Kurt Vonnegut Jr.,1961,Mother Night,Mother Night,en-US,4.21,52249,https://images.gr-assets.com/books/1344621657m/9592.jpg,https://images.gr-assets.com/books/1344621657s/9592.jpg
1705,28815,Robert B. Cialdini,1984,Influence: The Psychology of Persuasion,Influence: The Psychology of Persuasion,eng,4.18,45874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1706,32559,"Edgar Allan Poe, Stephen Marlowe",1960,The Fall of the House of Usher and Other Writings,The Fall of the House of Usher and Other Tales ,,4.14,57265,https://images.gr-assets.com/books/1355276847m/32559.jpg,https://images.gr-assets.com/books/1355276847s/32559.jpg
1707,232576,Louise Fitzhugh,1964,Harriet the Spy,Harriet the Spy (Harriet the Spy #1),eng,3.96,77575,https://images.gr-assets.com/books/1320540825m/232576.jpg,https://images.gr-assets.com/books/1320540825s/232576.jpg
1708,20821087,Sarah Waters,2014,The Paying Guests,The Paying Guests,en-US,3.39,44839,https://images.gr-assets.com/books/1396671788m/20821087.jpg,https://images.gr-assets.com/books/1396671788s/20821087.jpg
1709,16433,Dean Koontz,2005,Forever Odd,"Forever Odd (Odd Thomas, #2)",en-US,3.96,54958,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1710,7507825,Bill Bryson,2010,At Home: A Short History of Private Life,At Home: A Short History of Private Life,eng,3.96,55296,https://images.gr-assets.com/books/1372727082m/7507825.jpg,https://images.gr-assets.com/books/1372727082s/7507825.jpg
1711,82748,Marian Keyes,2000,Sushi for Beginners,Sushi for Beginners,,3.69,55373,https://images.gr-assets.com/books/1407709390m/82748.jpg,https://images.gr-assets.com/books/1407709390s/82748.jpg
1712,338691,Louise Penny,2005,Still Life,"Still Life (Chief Inspector Armand Gamache, #1)",eng,3.91,59317,https://images.gr-assets.com/books/1324373974m/338691.jpg,https://images.gr-assets.com/books/1324373974s/338691.jpg
1713,9300,Marian Keyes,1995,Watermelon,"Watermelon (Walsh Family, #1)",,3.79,55841,https://images.gr-assets.com/books/1345767584m/9300.jpg,https://images.gr-assets.com/books/1345767584s/9300.jpg
1714,12557,Amy Tan,1991,The Kitchen God's Wife,The Kitchen God's Wife,en-US,3.98,58836,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1715,943402,John Ajvide Lindqvist,2004,Låt den rätte komma in,Let the Right One In,eng,4.07,52518,https://images.gr-assets.com/books/1327893384m/943402.jpg,https://images.gr-assets.com/books/1327893384s/943402.jpg
1716,12971616,Pittacus Lore,2012,The Rise of Nine,"The Rise of Nine (Lorien Legacies, #3)",eng,4.2,70196,https://images.gr-assets.com/books/1331740153m/12971616.jpg,https://images.gr-assets.com/books/1331740153s/12971616.jpg
1717,32552,"Edgar Allan Poe, Benjamin F. Fisher",1849,,Essential Tales and Poems,en-US,4.35,59354,https://images.gr-assets.com/books/1328753072m/32552.jpg,https://images.gr-assets.com/books/1328753072s/32552.jpg
1718,5454,Ann Brashares,2003,The Second Summer of the Sisterhood,"The Second Summer of the Sisterhood (Sisterhood, #2)",en-US,3.78,67357,https://images.gr-assets.com/books/1467700995m/5454.jpg,https://images.gr-assets.com/books/1467700995s/5454.jpg
1719,32435,Dean Koontz,1983,Phantoms,Phantoms,en-US,3.93,56287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1720,7664334,Morgan Matson,2010,,Amy & Roger's Epic Detour,eng,4.05,65273,https://images.gr-assets.com/books/1327989202m/7664334.jpg,https://images.gr-assets.com/books/1327989202s/7664334.jpg
1721,175510,Oswald Chambers,1926,My Utmost for His Highest,My Utmost for His Highest,eng,4.39,47720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1722,34494,Terry Pratchett,2003,The Wee Free Men,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",eng,4.25,63635,https://images.gr-assets.com/books/1443764106m/34494.jpg,https://images.gr-assets.com/books/1443764106s/34494.jpg
1723,11710373,Diana Gabaldon,2014,Written in My Own Heart's Blood,"Written in My Own Heart's Blood (Outlander, #8)",eng,4.5,46663,https://images.gr-assets.com/books/1365173799m/11710373.jpg,https://images.gr-assets.com/books/1365173799s/11710373.jpg
1724,7402393,Andrea Cremer,2010,Nightshade,Nightshade (Nightshade #1; Nightshade World #4),eng,4.03,69534,https://images.gr-assets.com/books/1333400218m/7402393.jpg,https://images.gr-assets.com/books/1333400218s/7402393.jpg
1725,6324090,"Lewis Carroll, John Tenniel",1865,,Alice's Adventures in Wonderland,eng,3.99,30426,https://images.gr-assets.com/books/1391204048m/6324090.jpg,https://images.gr-assets.com/books/1391204048s/6324090.jpg
1726,100464,Cornelia Funke,1997,Drachenreiter,"Dragon Rider (Dragon Rider, #1)",eng,3.94,61387,https://images.gr-assets.com/books/1328004947m/100464.jpg,https://images.gr-assets.com/books/1328004947s/100464.jpg
1727,357,Douglas Adams,1988,The Long Dark Tea-Time of the Soul,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",en-US,4.05,59276,https://images.gr-assets.com/books/1388257271m/357.jpg,https://images.gr-assets.com/books/1388257271s/357.jpg
1728,22544764,Naomi Novik,2015,Uprooted,Uprooted,eng,4.13,61454,https://images.gr-assets.com/books/1480121122m/22544764.jpg,https://images.gr-assets.com/books/1480121122s/22544764.jpg
1729,22816087,Neal Stephenson,2015,Seveneves,Seveneves,eng,3.98,44612,https://images.gr-assets.com/books/1449142000m/22816087.jpg,https://images.gr-assets.com/books/1449142000s/22816087.jpg
1730,16278318,Ernest Cline,2015,Armada,Armada,en-GB,3.49,49958,https://images.gr-assets.com/books/1377284428m/16278318.jpg,https://images.gr-assets.com/books/1377284428s/16278318.jpg
1731,6736971,Peter V. Brett,2010,The Desert Spear,"The Desert Spear (Demon Cycle, #2)",eng,4.24,53143,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1732,209194,Agatha Christie,1924,The Man in the Brown Suit,The Man in the Brown Suit,eng,3.97,56053,https://images.gr-assets.com/books/1390018729m/209194.jpg,https://images.gr-assets.com/books/1390018729s/209194.jpg
1733,5352,John Grisham,2002,The Summons,The Summons,eng,3.68,53304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1734,139069,Alfred Lansing,1959,Endurance: Shackleton's incredible voyage,Endurance: Shackleton's Incredible Voyage,eng,4.36,50142,https://images.gr-assets.com/books/1391329559m/139069.jpg,https://images.gr-assets.com/books/1391329559s/139069.jpg
1735,23220,Meg Cabot,2005,"Size 12 Is Not Fat (Heather Wells, #1)","Size 12 Is Not Fat (Heather Wells, #1)",en-US,3.75,66089,https://images.gr-assets.com/books/1259077761m/23220.jpg,https://images.gr-assets.com/books/1259077761s/23220.jpg
1736,27833670,Blake Crouch,2016,Dark Matter,Dark Matter,eng,4.11,63814,https://images.gr-assets.com/books/1472119680m/27833670.jpg,https://images.gr-assets.com/books/1472119680s/27833670.jpg
1737,23174274,Victoria Aveyard,2016,Glass Sword,"Glass Sword (Red Queen, #2)",eng,3.95,78405,https://images.gr-assets.com/books/1436460934m/23174274.jpg,https://images.gr-assets.com/books/1436460934s/23174274.jpg
1738,5310515,Rebecca Stead,2009,When You Reach Me,When You Reach Me,en-US,4.08,64430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1739,2666,Tom Wolfe,1987,The Bonfire of the Vanities,The Bonfire of the Vanities,eng,3.81,52062,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1740,23899174,Judy Blume,2015,In the Unlikely Event,In the Unlikely Event,eng,3.51,40885,https://images.gr-assets.com/books/1421711380m/23899174.jpg,https://images.gr-assets.com/books/1421711380s/23899174.jpg
1741,131359,Agatha Christie,1937,Death on the Nile,"Death on the Nile (Hercule Poirot, #17)",eng,4.06,64949,https://images.gr-assets.com/books/1486837149m/131359.jpg,https://images.gr-assets.com/books/1486837149s/131359.jpg
1742,207153,Phyllis Reynolds Naylor,1991,Shiloh,"Shiloh (Shiloh, #1)",eng,3.91,59585,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1743,14061955,Leigh Bardugo,2013,Siege and Storm,"Siege and Storm (Shadow and Bone, #2)",eng,4.08,78658,https://images.gr-assets.com/books/1362166252m/14061955.jpg,https://images.gr-assets.com/books/1362166252s/14061955.jpg
1744,465226,"Jo Nesbø, Don Bartlett",2000,"Rødstrupe (Harry Hole, #3) ","The Redbreast (Harry Hole, #3)",eng,3.94,49999,https://images.gr-assets.com/books/1320540474m/465226.jpg,https://images.gr-assets.com/books/1320540474s/465226.jpg
1745,6050678,Scott Westerfeld,2009,Leviathan,"Leviathan (Leviathan, #1)",en-US,3.91,69065,https://images.gr-assets.com/books/1275694232m/6050678.jpg,https://images.gr-assets.com/books/1275694232s/6050678.jpg
1746,13153,James Patterson,1995,Hide and Seek,Hide and Seek,en-US,4.1,53038,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1747,4499669,"Stephen Kendrick, Alex Kendrick",2008,,The Love Dare,en-US,4.37,41908,https://images.gr-assets.com/books/1328815507m/4499669.jpg,https://images.gr-assets.com/books/1328815507s/4499669.jpg
1748,14756,Jennifer Weiner,2005,Goodnight Nobody,Goodnight Nobody,en-US,3.64,51748,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1749,263050,Ben Sherwood,2004,The Death and Life of Charlie St. Cloud,The Death and Life of Charlie St. Cloud,eng,4.01,46361,https://images.gr-assets.com/books/1329827169m/263050.jpg,https://images.gr-assets.com/books/1329827169s/263050.jpg
1750,4866,Dale Carnegie,1944,How to Stop Worrying and Start Living,How to Stop Worrying and Start Living,en-GB,4.08,46797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1751,114145,Nora Roberts,1994,Born in Fire ,"Born in Fire (Born In Trilogy, #1)",en-US,4.21,56901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1752,77262,Barbara Kingsolver,1990,Animal Dreams,Animal Dreams,eng,4.05,51007,https://images.gr-assets.com/books/1481663395m/77262.jpg,https://images.gr-assets.com/books/1481663395s/77262.jpg
1753,11561469,Rebecca Donovan,2011,Reason to Breathe,"Reason to Breathe (Breathing, #1)",eng,4.23,68676,https://images.gr-assets.com/books/1329013365m/11561469.jpg,https://images.gr-assets.com/books/1329013365s/11561469.jpg
1754,6485421,Cassandra Clare,2009,The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass,"The Mortal Instruments Boxed Set: City of Bones; City of Ashes; City of Glass (The Mortal Instruments, #1-3)",eng,4.57,55518,https://images.gr-assets.com/books/1312016549m/6485421.jpg,https://images.gr-assets.com/books/1312016549s/6485421.jpg
